q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Finance,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Media,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Business services,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Healthcare,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Finance,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Media,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Healthcare,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Finance,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Media,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Healthcare,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Finance,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Media,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Healthcare,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Finance,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Media,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Healthcare,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Finance,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Media,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Healthcare,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Finance,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Media,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Telecommunications,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Business services,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Healthcare,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Finance,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Media,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Telecommunications,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business services,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business services,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Healthcare,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Finance,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Media,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Telecommunications,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business services,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Healthcare,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Finance,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Media,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Telecommunications,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business services,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Healthcare,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Finance,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information techfalselogy,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Media,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Telecommunications,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chemical Manufacturing,manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Healthcare,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Finance,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Media,manager,FALSE,FALSE,,,,,,
Telecommunications,manager,FALSE,FALSE,,,,,,
Chemical Manufacturing,manager,FALSE,FALSE,,,,,,
Business services,manager,FALSE,FALSE,,,,,,
Information techfalselogy,manager,FALSE,FALSE,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Finance,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Media,manager,TRUE,,,,,,,
Telecommunications,manager,TRUE,,,,,,,
Chemical Manufacturing,manager,TRUE,,,,,,,
Business services,manager,TRUE,,,,,,,
Information techfalselogy,manager,TRUE,,,,,,,
Healthcare,manager,TRUE,,,,,,,